Symbol,Security Name,Exchange,ETF,Market Category
EXE,Expand Energy Corporation - Common Stock,NASDAQ,N,Q
EXEEL,Expand Energy Corporation - Class C Warrants,NASDAQ,N,Q
EXEEW,Expand Energy Corporation - Class A Warrants,NASDAQ,N,S
EXEEZ,Expand Energy Corporation - Class B Warrants,NASDAQ,N,S
EXEL,"Exelixis, Inc. - Common Stock",NASDAQ,N,Q
EXFY,"Expensify, Inc. - Class A Common Stock",NASDAQ,N,Q
EXLS,"ExlService Holdings, Inc. - Common Stock",NASDAQ,N,Q
EXOZ,eXoZymes Inc. - Common Stock,NASDAQ,N,S
EXPE,"Expedia Group, Inc. - Common Stock",NASDAQ,N,Q
EXPI,"eXp World Holdings, Inc. - Common Stock",NASDAQ,N,G
EXPO,"Exponent, Inc. - Common Stock",NASDAQ,N,Q
EXTR,"Extreme Networks, Inc. - Common Stock",NASDAQ,N,Q
EYE,"National Vision Holdings, Inc. - Common Stock",NASDAQ,N,Q
EYPT,"EyePoint Pharmaceuticals, Inc. - Common Stock",NASDAQ,N,G
EZGO,EZGO Technologies Ltd. - Ordinary Shares,NASDAQ,N,S
EZPW,"EZCORP, Inc. - Class A Non-Voting Common Stock",NASDAQ,N,Q
FA,First Advantage Corporation - Common Stock,NASDAQ,N,Q
FACT,FACT II Acquisition Corp. - Class A Ordinary Shares,NASDAQ,N,G
FACTU,FACT II Acquisition Corp. - Unit,NASDAQ,N,G
FACTW,FACT II Acquisition Corp. - Warrant,NASDAQ,N,G
FAMI,"Farmmi, INC. - Ordinary Shares",NASDAQ,N,S
FANG,"Diamondback Energy, Inc. - Common Stock",NASDAQ,N,Q
FARM,Farmer Brothers Company - Common Stock,NASDAQ,N,Q
FAST,Fastenal Company - Common Stock,NASDAQ,N,Q
FAT,FAT Brands Inc. - Common Stock,NASDAQ,N,S
FATBB,FAT Brands Inc. - Class B Common Stock,NASDAQ,N,S
FATBP,FAT Brands Inc. - 8.25% Series B Cumulative Preferred Stock,NASDAQ,N,S
FATE,"Fate Therapeutics, Inc. - Common Stock",NASDAQ,N,G
FATN,"FatPipe, Inc. - common stock",NASDAQ,N,S
FBGL,FBS Global Limited - Ordinary Shares,NASDAQ,N,S
FBIO,"Fortress Biotech, Inc. - Common Stock",NASDAQ,N,S
FBIOP,"Fortress Biotech, Inc. - 9.375% Series A Cumulative Redeemable Perpetual Preferred Stock",NASDAQ,N,S
FBIZ,"First Business Financial Services, Inc. - Common Stock",NASDAQ,N,Q
FBLA,"FB Bancorp, Inc. - Common Stock",NASDAQ,N,S
FBLG,"FibroBiologics, Inc. - Common Stock",NASDAQ,N,S
FBNC,First Bancorp - Common Stock,NASDAQ,N,Q
FBRX,"Forte Biosciences, Inc.  - Common Stock",NASDAQ,N,S
FBYD,"Falcon's Beyond Global, Inc. - Class A Common Stock",NASDAQ,N,G
FBYDW,"Falcon's Beyond Global, Inc. - Warrants",NASDAQ,N,S
FCAP,"First Capital, Inc. - Common Stock",NASDAQ,N,S
FCBC,"First Community Bankshares, Inc. - Common Stock",NASDAQ,N,Q
FCCO,First Community Corporation - Common Stock,NASDAQ,N,S
FCEL,"FuelCell Energy, Inc. - Common Stock",NASDAQ,N,G
FCFS,"FirstCash Holdings, Inc. - Common Stock",NASDAQ,N,Q
FCHL,Fitness Champs Holdings Limited - Ordinary Shares,NASDAQ,N,S
FCNCA,"First Citizens BancShares, Inc. - Class A Common Stock",NASDAQ,N,Q
FCNCO,"First Citizens BancShares, Inc. - 5.625% Non-Cumulative Perpetual Preferred Stock, Series C",NASDAQ,N,Q
FCNCP,"First Citizens BancShares, Inc. - Depositary Shares Each Representing a 1/40th Interest in a Share of 5.375% Non-Cumulative Perpetual Preferred Stock, Series A",NASDAQ,N,Q
FCUV,Focus Universal Inc. - Common Stock,NASDAQ,N,S
FDBC,"Fidelity D & D Bancorp, Inc. - Common Stock",NASDAQ,N,G
FDMT,"4D Molecular Therapeutics, Inc. - Common Stock",NASDAQ,N,Q
FDSB,"Fifth District Bancorp, Inc. - Common Stock",NASDAQ,N,S
FDUS,Fidus Investment Corporation - Closed End Fund,NASDAQ,N,Q
FEAM,"5E Advanced Materials, Inc. - Common Stock",NASDAQ,N,Q
FEBO,Fenbo Holdings Limited - Class A Ordinary Shares,NASDAQ,N,S
FEIM,"Frequency Electronics, Inc. - Common Stock",NASDAQ,N,G
FELE,"Franklin Electric Co., Inc. - Common Stock",NASDAQ,N,Q
FEMY,Femasys Inc. - Common Stock,NASDAQ,N,S
FENC,Fennec Pharmaceuticals Inc. - Common Stock,NASDAQ,N,S
FER,Ferrovial SE - Ordinary Shares,NASDAQ,N,Q
FERA,Fifth Era Acquisition Corp I - Class A Ordinary Shares,NASDAQ,N,G
FERAR,Fifth Era Acquisition Corp I - Rights,NASDAQ,N,G
FERAU,Fifth Era Acquisition Corp I - Units,NASDAQ,N,G
FFAI,Faraday Future Intelligent Electric Inc. - Class A Common Stock,NASDAQ,N,S
FFAIW,Faraday Future Intelligent Electric Inc. - Warrant,NASDAQ,N,S
FFBC,First Financial Bancorp. - Common Stock,NASDAQ,N,Q
FFIC,Flushing Financial Corporation - Common Stock,NASDAQ,N,Q
FFIN,"First Financial Bankshares, Inc. - Common Stock",NASDAQ,N,Q
FFIV,"F5, Inc. - Common Stock",NASDAQ,N,Q
FGBI,"First Guaranty Bancshares, Inc. - Common Stock",NASDAQ,N,G
FGBIP,"First Guaranty Bancshares, Inc. - 6.75% Series A Fixed-Rate Non-Cumulative Perpetual Preferred Stock",NASDAQ,N,G
FGEN,"FibroGen, Inc - Common Stock",NASDAQ,N,Q
FGI,FGI Industries Ltd. - Ordinary Shares,NASDAQ,N,S
FGIWW,FGI Industries Ltd. - warrant,NASDAQ,N,S
FGL,Founder Group Limited - Class A Ordinary Shares,NASDAQ,N,S
FGMC,FG Merger II Corp. - Common stock,NASDAQ,N,G
FGMCR,FG Merger II Corp. - Rights,NASDAQ,N,G
FGMCU,FG Merger II Corp. - Unit,NASDAQ,N,G
FGNX,FG Nexus Inc. - Common Stock,NASDAQ,N,G
FGNXP,FG Nexus Inc. - 8.00% Cumulative Series A Preferred Stock,NASDAQ,N,G
FHB,"First Hawaiian, Inc. - Common Stock",NASDAQ,N,Q
FHTX,Foghorn Therapeutics Inc. - Common Stock,NASDAQ,N,G
FIBK,"First Interstate BancSystem, Inc. - Common Stock",NASDAQ,N,Q
FIEE,"FiEE, Inc - Common Stock",NASDAQ,N,S
FIGR,"Figure Technology Solutions, Inc. - Class A Common Stock",NASDAQ,N,Q
FIGX,FIGX Capital Acquisition Corp. - Class A ordinary share,NASDAQ,N,G
FIGXU,FIGX Capital Acquisition Corp. - Units,NASDAQ,N,G
FIGXW,FIGX Capital Acquisition Corp. - one-half of one redeemable warrant.,NASDAQ,N,G
FINW,FinWise Bancorp - Common Stock,NASDAQ,N,G
FIP,FTAI Infrastructure Inc. - Common Stock,NASDAQ,N,Q
FISI,"Financial Institutions, Inc. - Common Stock",NASDAQ,N,Q
FISV,"Fiserv, Inc. - Common Stock",NASDAQ,N,Q
FITB,Fifth Third Bancorp - Common Stock,NASDAQ,N,Q
FITBI,Fifth Third Bancorp - Depositary Share repstg 1/1000th Ownership Interest Perp Pfd Series I,NASDAQ,N,Q
FITBO,"Fifth Third Bancorp - Depositary Shares each representing a 1/1000th ownership interest in a share of Non-Cumulative Perpetual Preferred Stock, Series K",NASDAQ,N,Q
FITBP,"Fifth Third Bancorp - Depositary Shares each representing 1/40th share of Fifth Third 6.00% Non-Cumulative Perpetual Class B Preferred Stock, Series A",NASDAQ,N,Q
FIVE,"Five Below, Inc. - Common Stock",NASDAQ,N,Q
FIVN,"Five9, Inc. - Common Stock",NASDAQ,N,G
FIZZ,National Beverage Corp. - Common Stock,NASDAQ,N,Q
FKWL,Franklin Wireless Corp. - common stock,NASDAQ,N,S
FLD,"Fold Holdings, Inc. - Class A Common Stock",NASDAQ,N,S
FLDDW,"Fold Holdings, Inc. - Warrant",NASDAQ,N,S
FLEX,Flex Ltd. - Ordinary Shares,NASDAQ,N,Q
FLGC,Flora Growth Corp. - Common Stock,NASDAQ,N,S
FLGT,"Fulgent Genetics, Inc. - Common Stock",NASDAQ,N,G
FLL,"Full House Resorts, Inc. - Common Stock",NASDAQ,N,S
FLNC,"Fluence Energy, Inc. - Class A Common Stock",NASDAQ,N,Q
FLNT,"Fluent, Inc. - Common Stock",NASDAQ,N,S
FLUX,"Flux Power Holdings, Inc. - Common Stock",NASDAQ,N,S
FLWS,"1-800-FLOWERS.COM, Inc. - Class A Common Stock",NASDAQ,N,Q
FLX,BingEx Limited - American Depositary Shares,NASDAQ,N,Q
FLXS,"Flexsteel Industries, Inc. - Common Stock",NASDAQ,N,Q
FLY,Firefly Aerospace Inc. - Common Stock,NASDAQ,N,G
FLYE,"Fly-E Group, Inc. - Common Stock",NASDAQ,N,S
FLYW,Flywire Corporation - Voting Common Stock,NASDAQ,N,Q
FMAO,"Farmers & Merchants Bancorp, Inc. - Common Stock",NASDAQ,N,S
FMBH,"First Mid Bancshares, Inc. - Common Stock",NASDAQ,N,G
FMFC,Kandal M Venture Limited - Class A ordinary Shares,NASDAQ,N,S
FMNB,Farmers National Banc Corp. - Common Stock,NASDAQ,N,S
FMST,Foremost Clean Energy Ltd. - Common Shares,NASDAQ,N,S
FMSTW,Foremost Clean Energy Ltd. - Warrant,NASDAQ,N,S
FNGR,"FingerMotion, Inc. - common stock",NASDAQ,N,S
FNKO,"Funko, Inc. - Class A Common Stock",NASDAQ,N,Q
FNLC,"First Bancorp, Inc (ME) - Common Stock",NASDAQ,N,Q
FNWB,First Northwest Bancorp - Common Stock,NASDAQ,N,G
FNWD,Finward Bancorp - common stock,NASDAQ,N,S
FOFO,"Hang Feng Technology Innovation Co., Ltd. - Ordinary Shares",NASDAQ,N,S
FOLD,"Amicus Therapeutics, Inc. - Common Stock",NASDAQ,N,G
FONR,Fonar Corporation - Common Stock,NASDAQ,N,S
FORA,Forian Inc. - Common Stock,NASDAQ,N,S
FORM,"FormFactor, Inc. - Common Stock",NASDAQ,N,Q
FORR,"Forrester Research, Inc. - Common Stock",NASDAQ,N,Q
FORTY,Formula Systems (1985) Ltd. - American Depositary Shares,NASDAQ,N,Q
FOSL,"Fossil Group, Inc. - Common Stock",NASDAQ,N,Q
FOX,Fox Corporation - Class B Common Stock,NASDAQ,N,Q
FOXA,Fox Corporation - Class A Common Stock,NASDAQ,N,Q
FOXF,Fox Factory Holding Corp. - Common Stock,NASDAQ,N,Q
FOXX,Foxx Development Holdings Inc. - Common Stock,NASDAQ,N,S
FOXXW,Foxx Development Holdings Inc. - Warrant,NASDAQ,N,S
FRAF,Franklin Financial Services Corporation - Common Stock,NASDAQ,N,S
FRBA,First Bank  - Common Stock,NASDAQ,N,G
FRD,Friedman Industries Inc. - Common Stock,NASDAQ,N,Q
FRGT,"Freight Technologies, Inc. - Ordinary Shares",NASDAQ,N,S
FRHC,Freedom Holding Corp. - Common Stock,NASDAQ,N,S
FRME,First Merchants Corporation - Common Stock,NASDAQ,N,Q
FRMEP,"First Merchants Corporation - Depository Shares, each representing a 1/100th interest in a share of 7.50% Non-Cumulative Perpetual Preferred Stock, A",NASDAQ,N,Q
FRMI,Fermi Inc. - Common Stock,NASDAQ,N,Q
FROG,JFrog Ltd. - Ordinary shares,NASDAQ,N,Q
FRPH,"FRP Holdings, Inc. - Common Stock",NASDAQ,N,Q
FRPT,"Freshpet, Inc. - Common Stock",NASDAQ,N,G
FRSH,Freshworks Inc. - Class A Common Stock,NASDAQ,N,Q
FRST,Primis Financial Corp. - Common Stock,NASDAQ,N,G
FRSX,Foresight Autonomous Holdings Ltd. - American Depositary Shares,NASDAQ,N,S
FSBC,Five Star Bancorp - Common Stock,NASDAQ,N,Q
FSBW,"FS Bancorp, Inc. - Common Stock",NASDAQ,N,S
FSEA,"First Seacoast Bancorp, Inc. - Common Stock",NASDAQ,N,S
FSFG,"First Savings Financial Group, Inc. - Common Stock",NASDAQ,N,S
FSHP,Flag Ship Acquisition Corp. - Ordinary Shares,NASDAQ,N,G
FSHPR,Flag Ship Acquisition Corp. - Right,NASDAQ,N,G
FSHPU,Flag Ship Acquisition Corp. - Unit,NASDAQ,N,G
FSLR,"First Solar, Inc. - Common Stock",NASDAQ,N,Q
FSTR,L.B. Foster Company - Common Stock,NASDAQ,N,Q
FSUN,FirstSun Capital Bancorp - Common Stock,NASDAQ,N,Q
FSV,FirstService Corporation - Common Shares,NASDAQ,N,Q
FTAI,FTAI Aviation Ltd. - Common Stock,NASDAQ,N,Q
FTAIM,FTAI Aviation Ltd. - 9.500% Fixed-Rate Reset Series D Cumulative Perpetual Redeemable Preferred Shares,NASDAQ,N,Q
FTAIN,FTAI Aviation Ltd. - 8.25% Fixed-Rate Reset Series C Cumulative Perpetual Redeemable Preferred Shares,NASDAQ,N,Q
FTCI,"FTC Solar, Inc. - Common Stock",NASDAQ,N,S
FTDR,"Frontdoor, Inc. - Common Stock",NASDAQ,N,Q
FTEK,"Fuel Tech, Inc. - Common Stock",NASDAQ,N,S
FTEL,Fitell Corporation - Class A Ordinary Shares,NASDAQ,N,S
FTFT,Future FinTech Group Inc. - Common Stock,NASDAQ,N,S
FTHM,Fathom Holdings Inc. - Common Stock,NASDAQ,N,S
FTLF,"FitLife Brands, Inc. - Common Stock",NASDAQ,N,S
FTNT,"Fortinet, Inc. - Common Stock",NASDAQ,N,Q
FTRE,Fortrea Holdings Inc. - Common Stock,NASDAQ,N,Q
FTRK,FAST TRACK GROUP - Ordinary shares,NASDAQ,N,S
FUFU,BitFuFu Inc. - Class A Ordinary Shares,NASDAQ,N,S
FUFUW,BitFuFu Inc. - Warrant,NASDAQ,N,S
FULC,"Fulcrum Therapeutics, Inc. - Common Stock",NASDAQ,N,G
FULT,Fulton Financial Corporation - Common Stock,NASDAQ,N,Q
FULTP,"Fulton Financial Corporation - Depositary Shares Each Representing a 1/40th Interest in a Share of Fixed Rate Non-Cumulative Perpetual Preferred Stock, Series A",NASDAQ,N,Q
FUNC,First United Corporation - Common Stock,NASDAQ,N,Q
FUND,"Sprott Focus Trust, Inc. - Closed End Fund",NASDAQ,N,Q
FUSB,"First US Bancshares, Inc. - Common Stock",NASDAQ,N,S
FUSE,Fusemachines Inc. - Common stock,NASDAQ,N,G
FUSEW,Fusemachines Inc. - Warrants,NASDAQ,N,S
FUTU,Futu Holdings Limited - American Depositary Shares,NASDAQ,N,G
FVCB,"FVCBankcorp, Inc. - Common Stock",NASDAQ,N,S
FVN,Future Vision II Acquisition Corporation - Ordinary Shares,NASDAQ,N,S
FVNNR,Future Vision II Acquisition Corporation - Right,NASDAQ,N,S
FVNNU,Future Vision II Acquisition Corporation - Units,NASDAQ,N,S
FWDI,"Forward Industries, Inc. - Common Stock",NASDAQ,N,S
FWONA,Liberty Media Corporation - Series A Liberty Formula One Common Stock,NASDAQ,N,Q
FWONK,Liberty Media Corporation - Series C Liberty Formula One Common Stock,NASDAQ,N,Q
FWRD,Forward Air Corporation - Common Stock,NASDAQ,N,Q
FWRG,"First Watch Restaurant Group, Inc. - Common Stock",NASDAQ,N,Q
FXNC,First National Corporation - Common Stock,NASDAQ,N,S
FYBR,"Frontier Communications Parent, Inc. - Common Stock",NASDAQ,N,Q
GABC,"German American Bancorp, Inc. - Common Stock",NASDAQ,N,Q
GAIA,"Gaia, Inc. - Class A Common Stock",NASDAQ,N,G
GAIN,Gladstone Investment Corporation - Business Development Company,NASDAQ,N,Q
GAINI,Gladstone Investment Corporation - 7.875% Notes due 2030,NASDAQ,N,Q
GAINL,Gladstone Investment Corporation - 8.00% Notes due 2028,NASDAQ,N,Q
GAINN,Gladstone Investment Corporation - 5.00% Notes Due 2026,NASDAQ,N,Q
GAINZ,Gladstone Investment Corporation - 4.875% Notes due 2028,NASDAQ,N,Q
GALT,Galectin Therapeutics Inc. - Common Stock,NASDAQ,N,S
GAMB,Gambling.com Group Limited - Ordinary Shares,NASDAQ,N,G
GAME,"GameSquare Holdings, Inc. - Common stock",NASDAQ,N,S
GANX,"Gain Therapeutics, Inc. - Common Stock",NASDAQ,N,G
GASS,"StealthGas, Inc. - common stock",NASDAQ,N,Q
GAUZ,Gauzy Ltd. - Ordinary Shares,NASDAQ,N,G
GBDC,"Golub Capital BDC, Inc. - Closed End Fund",NASDAQ,N,Q
GBFH,GBank Financial Holdings Inc. - Common Stock,NASDAQ,N,S
GBIO,Generation Bio Co. - Common stock,NASDAQ,N,Q
GBLI,"Global Indemnity Group, LLC - Class A Common Shares",NASDAQ,N,Q
GCBC,"Greene County Bancorp, Inc. - Common Stock",NASDAQ,N,S
GCL,GCL Global Holdings Ltd - Ordinary Shares,NASDAQ,N,Q
GCLWW,GCL Global Holdings Ltd - Warrants,NASDAQ,N,Q
GCMG,GCM Grosvenor Inc. - Class A Common Stock,NASDAQ,N,G
GCT,GigaCloud Technology Inc - Class A Ordinary Shares,NASDAQ,N,G
GCTK,"GlucoTrack, Inc. - Common Stock",NASDAQ,N,S
GDC,GD Culture Group Limited - Common Stock,NASDAQ,N,S
GDEN,"Golden Entertainment, Inc. - Common Stock",NASDAQ,N,G
GDEV,GDEV Inc. - Ordinary Shares,NASDAQ,N,G
GDEVW,GDEV Inc. - Warrant,NASDAQ,N,G
GDHG,Golden Heaven Group Holdings Ltd.  - Class A Ordinary Shares,NASDAQ,N,S
GDRX,"GoodRx Holdings, Inc. - Class A Common Stock",NASDAQ,N,Q
GDS,GDS Holdings Limited - American Depositary Shares,NASDAQ,N,G
GDTC,CytoMed Therapeutics Limited - Ordinary Shares,NASDAQ,N,S
GDYN,"Grid Dynamics Holdings, Inc. - Class A Common Stock",NASDAQ,N,S
GECC,Great Elm Capital Corp. - Closed End Fund,NASDAQ,N,G
GECCG,Great Elm Capital Corp. - 7.75% Notes Due 2030,NASDAQ,N,G
GECCH,Great Elm Capital Corp. - 8.125% Notes Due 2029,NASDAQ,N,G
GECCI,Great Elm Capital Corp. - 8.50% NOTES DUE 2029,NASDAQ,N,G
GECCO,Great Elm Capital Corp. - 5.875% Notes due 2026,NASDAQ,N,G
GEG,"Great Elm Group, Inc.  - Common Stock",NASDAQ,N,Q
GEGGL,"Great Elm Group, Inc.  - 7.25% Notes due 2027",NASDAQ,N,G
GEHC,GE HealthCare Technologies Inc. - Common Stock,NASDAQ,N,Q
GELS,Gelteq Limited - Ordinary Shares,NASDAQ,N,S
GEMI,"Gemini Space Station, Inc. - Class A Common Stock",NASDAQ,N,Q
GEN,Gen Digital Inc. - Common Stock,NASDAQ,N,Q
GENK,"GEN Restaurant Group, Inc. - Class A Common Stock",NASDAQ,N,G
GENVR,Gen Digital Inc. - Contingent Value Rights,NASDAQ,N,G
GEOS,Geospace Technologies Corporation - Common Stock,NASDAQ,N,Q
GERN,Geron Corporation - Common Stock,NASDAQ,N,Q
GEVO,"Gevo, Inc. - Common Stock",NASDAQ,N,S
GFAI,"Guardforce AI Co., Limited - Ordinary Shares",NASDAQ,N,S
GFAIW,"Guardforce AI Co., Limited - Warrant",NASDAQ,N,S
GFS,GlobalFoundries Inc. - Ordinary Share,NASDAQ,N,Q
GGAL,"Grupo Financiero Galicia S.A. - American Depositary Shares, Class B Shares underlying",NASDAQ,N,S
GGR,Gogoro Inc. - Ordinary Shares,NASDAQ,N,S
GGROW,Gogoro Inc. - Warrant,NASDAQ,N,S
GH,"Guardant Health, Inc. - Common Stock",NASDAQ,N,Q
GHRS,GH Research PLC - Ordinary Shares,NASDAQ,N,G
GIBO,GIBO Holdings Limited - Class A Ordinary Shares,NASDAQ,N,S
GIBOW,GIBO Holdings Limited - Warrants,NASDAQ,N,S
GIFI,"Gulf Island Fabrication, Inc. - Common Stock",NASDAQ,N,Q
GIFT,"Giftify, Inc. - Common Stock",NASDAQ,N,S
GIG,GigCapital7 Corp. - Class A Ordinary Share,NASDAQ,N,G
GIGGU,GigCapital7 Corp. - Unit,NASDAQ,N,G
GIGGW,GigCapital7 Corp. - Warrant,NASDAQ,N,G
GIGM,GigaMedia Limited - Ordinary Shares,NASDAQ,N,S
GIII,"G-III Apparel Group, LTD. - Common Stock",NASDAQ,N,Q
GILD,"Gilead Sciences, Inc. - Common Stock",NASDAQ,N,Q
GILT,Gilat Satellite Networks Ltd. - Ordinary Shares,NASDAQ,N,Q
GIPR,Generation Income Properties Inc. - Common stock,NASDAQ,N,S
GIPRW,Generation Income Properties Inc. - Warrant,NASDAQ,N,S
GITS,"Global Interactive Technologies, Inc. Common Stock - Common Stock",NASDAQ,N,S
GIW,GigCapital8 Corp. - Class A Ordinary Shares,NASDAQ,N,G
GIWWR,GigCapital8 Corp. - Rights,NASDAQ,N,G
GIWWU,GigCapital8 Corp. - Units,NASDAQ,N,G
GLAD,Gladstone Capital Corporation - Closed End Fund,NASDAQ,N,Q
GLBE,Global-E Online Ltd. - ordinary shares,NASDAQ,N,Q
GLBS,Globus Maritime Limited - Common Stock,NASDAQ,N,S
GLBZ,Glen Burnie Bancorp - Common Stock,NASDAQ,N,S
GLDD,Great Lakes Dredge & Dock Corporation - Common Stock,NASDAQ,N,Q
GLE,Global Engine Group Holding Limited - Class A Ordinary Shares,NASDAQ,N,S
GLIBA,"GCI Liberty, Inc. - Series A GCI Group Common Stock",NASDAQ,N,Q
GLIBK,"GCI Liberty, Inc. - Series C GCI Group Common Stock",NASDAQ,N,Q
GLMD,Galmed Pharmaceuticals Ltd. - Ordinary Shares,NASDAQ,N,S
GLNG,Golar LNG Limited - Common Shares,NASDAQ,N,Q
GLOO,"Gloo Holdings, Inc. - Common Stock",NASDAQ,N,Q
GLPG,Galapagos NV - American Depositary Shares,NASDAQ,N,Q
GLPI,"Gaming and Leisure Properties, Inc. - Common Stock",NASDAQ,N,Q
GLRE,"Greenlight Reinsurance, Ltd. - Class A Ordinary Shares",NASDAQ,N,Q
GLSI,"Greenwich LifeSciences, Inc. - Common stock",NASDAQ,N,S
GLTO,"Galecto, Inc. - Common Stock",NASDAQ,N,S
GLUE,"Monte Rosa Therapeutics, Inc. - Common Stock",NASDAQ,N,Q
GLXG,Galaxy Payroll Group Limited - Class A Ordinary Shares,NASDAQ,N,S
GLXY,Galaxy Digital Inc. - Class A common stock,NASDAQ,N,Q
GMAB,Genmab A/S - American Depositary Shares,NASDAQ,N,Q
GMGI,"Golden Matrix Group, Inc. - Common Stock",NASDAQ,N,S
GMHS,Gamehaus Holdings Inc. - Class A Ordinary Shares,NASDAQ,N,S
GMM,Global Mofy AI Limited  - Class A Ordinary Shares,NASDAQ,N,S
GNLN,"Greenlane Holdings, Inc. - Class A Common Stock",NASDAQ,N,S
GNLX,Genelux Corporation - Common Stock,NASDAQ,N,S
GNPX,"Genprex, Inc. - Common Stock",NASDAQ,N,S
GNSS,Genasys Inc. - Common Stock,NASDAQ,N,S
GNTA,Genenta Science S.p.A. - American Depositary Shares,NASDAQ,N,S
GNTX,Gentex Corporation - Common Stock,NASDAQ,N,Q
GO,Grocery Outlet Holding Corp. - Common Stock,NASDAQ,N,Q
GOCO,"GoHealth, Inc. - Class A Common Stock",NASDAQ,N,S
GOGO,Gogo Inc. - Common Stock,NASDAQ,N,Q
GOOD,Gladstone Commercial Corporation - Real Estate Investment Trust,NASDAQ,N,Q
GOODN,Gladstone Commercial Corporation - 6.625% Series E Cumulative Redeemable Preferred Stock,NASDAQ,N,Q
GOODO,"Gladstone Commercial Corporation - 6.00% Series G Cumulative Redeemable Preferred Stock, par value $0.001 per share",NASDAQ,N,Q
GOOG,Alphabet Inc. - Class C Capital Stock,NASDAQ,N,Q
GOOGL,Alphabet Inc. - Class A Common Stock,NASDAQ,N,Q
GORV,"Lazydays Holdings, Inc. - Common Stock",NASDAQ,N,S
GOSS,"Gossamer Bio, Inc. - Common Stock",NASDAQ,N,Q
GOVX,"GeoVax Labs, Inc. - Common Stock",NASDAQ,N,S
GP,GreenPower Motor Company Inc. - Common Shares,NASDAQ,N,S
GPAT,GP-Act III Acquisition Corp. - Class A Ordinary Share,NASDAQ,N,G
GPATU,GP-Act III Acquisition Corp. - Units,NASDAQ,N,G
GPATW,GP-Act III Acquisition Corp. - Warrants,NASDAQ,N,G
GPCR,Structure Therapeutics Inc. - American Depositary Shares,NASDAQ,N,G
GPRE,"Green Plains, Inc. - Common Stock",NASDAQ,N,Q
GPRO,"GoPro, Inc. - Class A Common Stock",NASDAQ,N,Q
GRAB,Grab Holdings Limited - Class A Ordinary Shares,NASDAQ,N,Q
GRABW,Grab Holdings Limited - Warrant,NASDAQ,N,Q
GRAL,"GRAIL, Inc. - Common Stock",NASDAQ,N,Q
GRAN,Grande Group Limited - Class A Ordinary Shares,NASDAQ,N,S
GRCE,"Grace Therapeutics, Inc. - Common Stock",NASDAQ,N,S
GREE,Greenidge Generation Holdings Inc. - Class A Common Stock,NASDAQ,N,Q
GREEL,Greenidge Generation Holdings Inc. - 8.50% Senior Notes due 2026,NASDAQ,N,Q
GRFS,"Grifols, S.A. - American Depositary Shares",NASDAQ,N,Q
GRI,"GRI Bio, Inc. - Common Stock",NASDAQ,N,S
GRNQ,Greenpro Capital Corp. - Common Stock,NASDAQ,N,S
GROW,"U.S. Global Investors, Inc. - Class A Common Stock",NASDAQ,N,S
GRPN,"Groupon, Inc. - Common Stock",NASDAQ,N,Q
GRRR,Gorilla Technology Group Inc. - Ordinary shares,NASDAQ,N,S
GRRRW,Gorilla Technology Group Inc. - Warrant,NASDAQ,N,S
GRVY,"GRAVITY Co., Ltd. - American depositary shares, each representing one common share.",NASDAQ,N,G
GRWG,GrowGeneration Corp. - Common Stock,NASDAQ,N,S
GSAT,"Globalstar, Inc. - Common Stock",NASDAQ,N,Q
GSBC,"Great Southern Bancorp, Inc. - Common Stock",NASDAQ,N,Q
GSHD,"Goosehead Insurance, Inc. - Class A Common Stock",NASDAQ,N,Q
GSHR,Gesher Acquisition Corp. II - Class A Ordinary Shares,NASDAQ,N,G
GSHRU,Gesher Acquisition Corp. II - Units,NASDAQ,N,G
GSHRW,Gesher Acquisition Corp. II - Warrants,NASDAQ,N,G
GSIT,"GSI Technology, Inc. - Common Stock",NASDAQ,N,Q
GSIW,Garden Stage Limited - Ordinary Shares,NASDAQ,N,S
GSM,Ferroglobe PLC - Ordinary Shares,NASDAQ,N,S
GSRF,GSR IV Acquisition Corp. - Class A ordinary share,NASDAQ,N,G
GSRFR,GSR IV Acquisition Corp. - Rights,NASDAQ,N,G
GSRFU,GSR IV Acquisition Corp. - Units,NASDAQ,N,G
GSUN,Golden Sun Health Technology Group Limited - Class A Ordinary Shares,NASDAQ,N,S
GT,The Goodyear Tire & Rubber Company - Common Stock,NASDAQ,N,Q
GTBP,"GT Biopharma, Inc. - Common Stock",NASDAQ,N,S
GTEC,Greenland Technologies Holding Corporation - Ordinary Shares,NASDAQ,N,S
GTEN,"Gores Holdings X, Inc. - Class A ordinary shares",NASDAQ,N,G
GTENU,"Gores Holdings X, Inc. - Units",NASDAQ,N,G
GTENW,"Gores Holdings X, Inc. - Warrants",NASDAQ,N,G
GTERA,Globa Terra Acquisition Corporation - Class A Ordinary Shares,NASDAQ,N,G
GTERR,Globa Terra Acquisition Corporation - Rights,NASDAQ,N,G
GTERU,Globa Terra Acquisition Corporation - Units,NASDAQ,N,G
GTERW,Globa Terra Acquisition Corporation - Warrants,NASDAQ,N,G
GTIM,Good Times Restaurants Inc. - Common Stock,NASDAQ,N,S
GTLB,GitLab Inc. - Class A Common Stock,NASDAQ,N,Q
GTM,ZoomInfo Technologies Inc. - Common Stock,NASDAQ,N,Q
GTX,Garrett Motion Inc. - Common Stock,NASDAQ,N,Q
GUTS,"Fractyl Health, Inc. - Common Stock",NASDAQ,N,G
GV,Visionary Holdings Inc. - Common Shares,NASDAQ,N,S
